latitude,longitude,Amenity
-33.8229897,151.2435085,Fuel Station
-33.8330637,151.2294995,Fuel Station
-33.8321156,151.2374161,Fuel Station
-33.8290475,151.2194433,Fuel Station
-33.82908384,151.2163483,Fuel Station
-33.7851099,151.2673003,Fuel Station
-33.79547542,151.2559184,Fuel Station
-33.79306757,151.2858629,Fuel Station
-33.79035679,151.284842,Fuel Station
-33.78748676,151.2840596,Fuel Station
-33.7728863,151.2794124,Fuel Station
-33.77738012,151.2869838,Fuel Station
-33.7560121,151.2826023,Fuel Station
-33.7557167,151.2959912,Fuel Station
-33.74567967,151.292095,Fuel Station
-33.74914755,151.2902041,Fuel Station
-33.73612388,151.2803362,Fuel Station
-33.75585822,151.2826429,Fuel Station
-33.7526352,151.2547292,Fuel Station
-33.775091,151.2707148,Fuel Station
-33.7632954,151.2795012,Fuel Station
-33.7538434,151.2603475,Fuel Station
-33.7614652,151.2744485,Fuel Station
-33.76510235,151.2496442,Fuel Station
-33.76166959,151.2762648,Fuel Station
-33.76143874,151.2745346,Fuel Station
-33.7195919,151.2982884,Fuel Station
-33.7047161,151.2970764,Fuel Station
-33.70747648,151.2964272,Fuel Station
-33.70013436,151.3002709,Fuel Station
-33.70090663,151.2997869,Fuel Station
-33.6742086,151.3101851,Fuel Station
-33.67690545,151.3082533,Fuel Station
-33.67670706,151.3090066,Fuel Station
-33.68043448,151.3023553,Fuel Station
-33.65637445,151.318222,Fuel Station
-33.6365021,151.3302575,Fuel Station
-33.8317479,151.1416948,Fuel Station
-33.835673,151.1278265,Fuel Station
-33.8282349,151.126619,Fuel Station
-33.8075851,151.1086176,Fuel Station
-33.8237649,151.1084396,Fuel Station
-33.8072719,151.1099476,Fuel Station
-33.8023754,151.1004305,Fuel Station
-33.80142833,151.1138244,Fuel Station
-33.79582725,151.102941,Fuel Station
-33.7752273,151.1053354,Fuel Station
-33.7923132,151.1202801,Fuel Station
-33.7941428,151.1268223,Fuel Station
-33.7915431,151.1161045,Fuel Station
-33.78495066,151.1290351,Fuel Station
-33.78430606,151.1287417,Fuel Station
-33.79138082,151.1312235,Fuel Station
-33.8066691,151.0869795,Fuel Station
-33.8064419,151.087577,Fuel Station
-33.8067532,151.0710898,Fuel Station
-33.807391,151.0850535,Fuel Station
-33.81080202,151.0934226,Fuel Station
-33.80931204,151.0934501,Fuel Station
-33.81188322,151.0945957,Fuel Station
-33.81058625,151.0942071,Fuel Station
-33.80855972,151.0659919,Fuel Station
-33.81392783,151.0547447,Fuel Station
-33.81086115,151.0326459,Fuel Station
-33.7988964,151.0543749,Fuel Station
-33.7994727,151.0450977,Fuel Station
-33.7933949,151.0412913,Fuel Station
-33.7828986,151.0458641,Fuel Station
-33.787591,151.0281736,Fuel Station
-33.7690922,151.0319253,Fuel Station
-33.7634974,151.0473589,Fuel Station
-33.76907361,151.0319149,Fuel Station
-33.76508083,151.0579087,Fuel Station
-33.77578012,151.0516421,Fuel Station
-33.78499888,151.0435533,Fuel Station
-33.7266982,151.0835835,Fuel Station
-33.738766,151.0736607,Fuel Station
-33.72039376,151.0690291,Fuel Station
-33.72499978,151.0850547,Fuel Station
-33.73088874,151.0806952,Fuel Station
-33.73928407,151.0679737,Fuel Station
-33.72661109,151.0836351,Fuel Station
-33.77072624,151.0806053,Fuel Station
-33.77479281,151.0797649,Fuel Station
-33.7836782,151.0942954,Fuel Station
-33.7784215,151.1073437,Fuel Station
-33.7468823,151.0508351,Fuel Station
-33.7539955,151.0404252,Fuel Station
-33.83374122,151.0556311,Fuel Station
-33.8374624,151.0466373,Fuel Station
-33.8357848,151.0480012,Fuel Station
-33.8317164,151.0486221,Fuel Station
-33.8923667,151.1432033,Fuel Station
-33.8865363,151.1256786,Fuel Station
-33.89068244,151.1295517,Fuel Station
-33.8739106,151.1268425,Fuel Station
-33.8963077,151.1052757,Fuel Station
-33.8943572,151.1114957,Fuel Station
-33.8968119,151.1032198,Fuel Station
-33.89770394,151.0998995,Fuel Station
-33.8695535,151.1081708,Fuel Station
-33.86868065,151.1012252,Fuel Station
-33.88732555,151.0743195,Fuel Station
-33.88540447,151.0936858,Fuel Station
-33.88828717,151.0905247,Fuel Station
-33.87086714,151.0923417,Fuel Station
-33.8868075,151.071137,Fuel Station
-33.8881631,151.0746234,Fuel Station
-33.88677125,151.0709113,Fuel Station
-33.8594389,151.0927684,Fuel Station
-33.86788716,151.09944,Fuel Station
-33.86751745,151.1053076,Fuel Station
-33.8647544,151.043337,Fuel Station
-33.8645334,151.0457101,Fuel Station
-33.85407692,151.0592298,Fuel Station
-33.8308297,151.0039955,Fuel Station
-33.834976,151.0222641,Fuel Station
-33.83034394,151.010929,Fuel Station
-33.83006655,151.0102117,Fuel Station
-33.81948489,151.0211626,Fuel Station
-33.8641077,151.0231153,Fuel Station
-33.84101,151.035956,Fuel Station
-33.8017229,150.9577838,Fuel Station
-33.8133777,150.9855446,Fuel Station
-33.79552,150.939023,Fuel Station
-33.829398,150.952664,Fuel Station
-33.8002199,150.955961,Fuel Station
-33.80875615,150.9360416,Fuel Station
-33.81822703,150.9513568,Fuel Station
-33.81643087,150.9718317,Fuel Station
-33.81939996,150.9893315,Fuel Station
-33.80832024,150.9421227,Fuel Station
-33.786384,150.967326,Fuel Station
-33.79594906,150.9298007,Fuel Station
-33.7556314,150.9431946,Fuel Station
-33.7671673,150.952059,Fuel Station
-33.7762401,150.9332925,Fuel Station
-33.7668372,150.9547102,Fuel Station
-33.76286884,150.9309198,Fuel Station
-33.77446143,150.9448334,Fuel Station
-33.78024213,150.9207475,Fuel Station
-33.76969892,150.9421274,Fuel Station
-33.76923817,150.9415414,Fuel Station
-33.76897115,150.9427314,Fuel Station
-33.775957,150.894995,Fuel Station
-33.7775352,150.9078336,Fuel Station
-33.7516703,150.915279,Fuel Station
-33.7529337,150.9148601,Fuel Station
-33.79671461,150.8968097,Fuel Station
-33.75472575,150.8913601,Fuel Station
-33.79633963,150.9046091,Fuel Station
-33.74529,150.9041592,Fuel Station
-33.74652117,150.9068829,Fuel Station
-33.75406095,150.9145895,Fuel Station
-33.76470849,150.9087714,Fuel Station
-33.8091131,151.0143602,Fuel Station
-33.80499235,151.0056081,Fuel Station
-33.81792506,151.0175277,Fuel Station
-33.7689048,151.0306809,Fuel Station
-33.80869378,151.0127631,Fuel Station
-33.80869102,151.0126698,Fuel Station
-33.7822152,150.9969434,Fuel Station
-33.7878905,150.9946668,Fuel Station
-33.7962128,150.9891508,Fuel Station
-33.79087637,150.9967449,Fuel Station
-33.7616491,150.973885,Fuel Station
-33.7555702,150.9634218,Fuel Station
-33.7601638,150.9915045,Fuel Station
-33.7334845,150.9635867,Fuel Station
-33.76140107,150.9750644,Fuel Station
-33.734795,151.0034591,Fuel Station
-33.7142723,150.9602187,Fuel Station
-33.6994655,150.9279235,Fuel Station
-33.7127954,150.9590745,Fuel Station
-33.68282498,150.9164035,Fuel Station
-33.71246683,150.9569381,Fuel Station
-33.6714664,150.9561338,Fuel Station
-33.6608553,151.0054785,Fuel Station
-33.6821714,151.010864,Fuel Station
-33.6942414,151.0314191,Fuel Station
-33.6829128,151.028431,Fuel Station
-33.6957513,151.0285746,Fuel Station
-33.69351452,151.0203709,Fuel Station
-33.83261,150.9697278,Fuel Station
-33.83819181,150.9997249,Fuel Station
-33.83435267,150.9775586,Fuel Station
-33.8696272,150.9806521,Fuel Station
-33.8594756,150.9226574,Fuel Station
-33.8514202,150.9256063,Fuel Station
-33.85375138,150.9400151,Fuel Station
-33.84586968,150.8994065,Fuel Station
-33.84979049,150.9010759,Fuel Station
-33.8721173,150.9372826,Fuel Station
-33.8701462,150.9580185,Fuel Station
-33.877382,150.9663157,Fuel Station
-33.8725609,150.9458934,Fuel Station
-33.8727457,150.9452027,Fuel Station
-33.8713104,150.9629269,Fuel Station
-33.898488,150.9203822,Fuel Station
-33.8961103,150.9366095,Fuel Station
-33.8845202,150.9286098,Fuel Station
-33.8923878,150.9177513,Fuel Station
-33.89343337,150.9218744,Fuel Station
-33.89165492,150.9655915,Fuel Station
-33.88394171,150.9241675,Fuel Station
-33.89472585,150.9582115,Fuel Station
-33.8929723,150.9605779,Fuel Station
-33.8944034,150.957132,Fuel Station
-33.89374759,150.9587358,Fuel Station
-33.96351131,150.8811645,Fuel Station
-33.9186679,150.8827333,Fuel Station
-33.9078192,150.8658477,Fuel Station
-33.9070611,150.9179731,Fuel Station
-33.9142752,150.9307386,Fuel Station
-33.9122542,150.9195247,Fuel Station
-33.9591664,150.8806818,Fuel Station
-33.9557551,150.8723875,Fuel Station
-33.9275297,150.9094643,Fuel Station
-33.9270958,150.9027319,Fuel Station
-33.9508995,150.9045084,Fuel Station
-33.9558387,150.892767,Fuel Station
-33.8970501,150.9123505,Fuel Station
-33.8974108,150.9130727,Fuel Station
-33.9021182,150.8968145,Fuel Station
-33.9026703,150.8964175,Fuel Station
-33.9032146,150.8966576,Fuel Station
-33.9284135,150.9327118,Fuel Station
-33.9183257,150.9132095,Fuel Station
-33.9246423,150.9199284,Fuel Station
-33.9281598,150.9190822,Fuel Station
-33.9299875,150.9557312,Fuel Station
-33.92838472,150.9771952,Fuel Station
-33.93588321,150.9357773,Fuel Station
-33.92928413,150.9550824,Fuel Station
-33.93139927,150.917739,Fuel Station
-33.95697543,150.8831115,Fuel Station
-33.95636833,150.8935045,Fuel Station
-33.95521373,150.8948317,Fuel Station
-33.93819186,150.9397815,Fuel Station
-33.9228082,150.8487602,Fuel Station
-33.9253408,150.8492893,Fuel Station
-33.9182387,150.8541188,Fuel Station
-33.93619136,150.8441647,Fuel Station
-33.91563975,150.8548009,Fuel Station
-33.94664381,150.9470902,Fuel Station
-33.8883679,150.8822231,Fuel Station
-33.87087499,150.9031565,Fuel Station
-33.88319903,150.8655858,Fuel Station
-33.87218565,150.9000955,Fuel Station
-33.87186327,150.8895849,Fuel Station
-33.8840335,150.8919918,Fuel Station
-33.8868611,150.887161,Fuel Station
-33.89417099,150.8578804,Fuel Station
-33.8799287,150.7917714,Fuel Station
-33.8803474,150.7945394,Fuel Station
-33.9706014,150.8129115,Fuel Station
-33.9664876,150.8156522,Fuel Station
-33.9647403,150.8178563,Fuel Station
-33.99579818,150.7900763,Fuel Station
-33.9647896,150.8178394,Fuel Station
-33.8923964,151.0664546,Fuel Station
-33.8919564,151.0574307,Fuel Station
-33.9051913,151.041778,Fuel Station
-33.9017173,151.0373381,Fuel Station
-33.8945155,151.0666998,Fuel Station
-33.9026358,151.0824716,Fuel Station
-33.9214509,151.0960823,Fuel Station
-33.9051047,151.1299318,Fuel Station
-33.90778291,151.1252057,Fuel Station
-33.91407001,151.1151791,Fuel Station
-33.91496583,151.1130124,Fuel Station
-33.9033537,151.1069356,Fuel Station
-33.91618072,151.1087545,Fuel Station
-33.9115257,151.0733253,Fuel Station
-33.9250915,151.0692356,Fuel Station
-33.91947307,151.0667803,Fuel Station
-33.93358373,151.0736476,Fuel Station
-33.92828786,151.0780503,Fuel Station
-33.9338801,151.0392895,Fuel Station
-33.93395126,151.0392624,Fuel Station
-33.93217243,151.0453389,Fuel Station
-33.93307331,151.0735186,Fuel Station
-33.8961731,150.9912666,Fuel Station
-33.9154166,150.9750599,Fuel Station
-33.91538233,150.9975443,Fuel Station
-33.9048145,151.0114524,Fuel Station
-33.898753,151.0369719,Fuel Station
-33.8992127,151.036794,Fuel Station
-33.89337245,151.0389038,Fuel Station
-33.89756582,151.0212768,Fuel Station
-33.9330414,151.0395657,Fuel Station
-33.9343833,151.031232,Fuel Station
-33.92081845,151.0390665,Fuel Station
-33.92748383,150.9804324,Fuel Station
-33.9129051,151.1383474,Fuel Station
-33.9184298,151.1461149,Fuel Station
-33.9102036,151.1634148,Fuel Station
-33.90445825,151.1679167,Fuel Station
-33.9339583,151.152731,Fuel Station
-33.9159295,151.1336138,Fuel Station
-33.9240446,151.1357745,Fuel Station
-33.92709995,151.1285877,Fuel Station
-33.92638621,151.1276606,Fuel Station
-33.9444246,151.1286181,Fuel Station
-33.9458695,151.1231174,Fuel Station
-33.9513856,151.1250839,Fuel Station
-33.9463482,151.1281376,Fuel Station
-33.959326,151.1176944,Fuel Station
-33.9555361,151.1185312,Fuel Station
-33.95744633,151.1182912,Fuel Station
-33.9512699,151.0928499,Fuel Station
-33.93968129,151.1005374,Fuel Station
-33.93277678,151.0990419,Fuel Station
-33.9481753,151.0709536,Fuel Station
-33.9575556,151.0681468,Fuel Station
-33.9523542,151.0584162,Fuel Station
-33.9583697,151.0687433,Fuel Station
-33.951383,151.038712,Fuel Station
-33.9473255,151.0370859,Fuel Station
-33.94852266,151.0377439,Fuel Station
-33.94346364,151.0345517,Fuel Station
-33.9369669,151.0209659,Fuel Station
-33.9355527,151.0087162,Fuel Station
-33.9358409,151.0093586,Fuel Station
-33.9387154,151.0179357,Fuel Station
-33.9383827,151.0171429,Fuel Station
-33.95563125,151.0166192,Fuel Station
-33.95573015,151.0171843,Fuel Station
-33.9375302,150.98902,Fuel Station
-33.9578221,151.1575198,Fuel Station
-33.9597757,151.1531756,Fuel Station
-33.9499249,151.14848,Fuel Station
-33.9524256,151.1355527,Fuel Station
-33.9525334,151.1358007,Fuel Station
-33.95780533,151.1574558,Fuel Station
-33.9616834,151.1332429,Fuel Station
-33.9855747,151.147235,Fuel Station
-33.96521825,151.1411689,Fuel Station
-33.96330259,151.1371264,Fuel Station
-33.9691164,151.1221616,Fuel Station
-33.98049919,151.1191947,Fuel Station
-33.9648543,151.0991325,Fuel Station
-33.9811753,151.1084088,Fuel Station
-33.9866204,151.1126154,Fuel Station
-33.9758835,151.1037914,Fuel Station
-33.9786486,151.1055063,Fuel Station
-33.9780621,151.104191,Fuel Station
-33.99021616,151.1136022,Fuel Station
-33.9615645,151.0792756,Fuel Station
-33.9634207,151.0900668,Fuel Station
-33.9598959,151.0888477,Fuel Station
-33.9809319,151.0793176,Fuel Station
-34.02362,151.0894507,Fuel Station
-34.00937922,151.0760368,Fuel Station
-34.0167241,151.0674517,Fuel Station
-34.0374114,151.0848106,Fuel Station
-34.0328658,151.0851779,Fuel Station
-34.0261797,151.1201065,Fuel Station
-34.0280433,151.1062534,Fuel Station
-34.03022199,151.1096618,Fuel Station
-34.0327434,151.1240776,Fuel Station
-34.0523233,151.1217259,Fuel Station
-34.032926,151.1251929,Fuel Station
-34.0202216,151.1221154,Fuel Station
-34.0838314,151.1453486,Fuel Station
-34.0509759,151.1507469,Fuel Station
-34.04623324,151.1335596,Fuel Station
-34.05278198,151.140809,Fuel Station
-34.0126324,151.2094073,Fuel Station
-34.0323078,151.0712884,Fuel Station
-34.0298392,151.0588817,Fuel Station
-34.045798,151.050944,Fuel Station
-34.0323365,151.0758899,Fuel Station
-34.0291976,151.0808133,Fuel Station
-34.03145373,151.0767495,Fuel Station
-34.02945902,151.0580084,Fuel Station
-34.0773769,151.0112323,Fuel Station
-34.0643483,151.0167179,Fuel Station
-34.0885754,151.006989,Fuel Station
-34.0877989,151.0069856,Fuel Station
-34.08863642,151.0070134,Fuel Station
-34.09058759,151.0038102,Fuel Station
-34.015855,151.0132546,Fuel Station
-34.01650588,151.0122964,Fuel Station
-34.01521385,151.0149462,Fuel Station
-33.3164077,151.2346647,Fuel Station
-33.4269141,151.3289986,Fuel Station
-33.2202601,151.2145775,Fuel Station
-33.3574182,151.2890278,Fuel Station
-33.2250186,151.2226304,Fuel Station
-33.4043505,151.3499595,Fuel Station
-33.4103505,151.3480525,Fuel Station
-33.43443712,151.2962723,Fuel Station
-33.40946839,151.3500166,Fuel Station
-33.40805054,151.3511249,Fuel Station
-33.43822811,151.3801531,Fuel Station
-33.43499189,151.3878883,Fuel Station
-33.2249944,151.2228442,Fuel Station
-33.43548367,151.3850627,Fuel Station
-33.38552531,151.3652394,Fuel Station
-33.41661042,151.3251996,Fuel Station
-33.42697406,151.3300865,Fuel Station
-33.42737452,151.3213505,Fuel Station
-33.4277912,151.3190304,Fuel Station
-33.4677609,151.3840042,Fuel Station
-33.4626911,151.3639172,Fuel Station
-33.467759,151.3803387,Fuel Station
-33.47538253,151.3531945,Fuel Station
-33.507009,151.3314423,Fuel Station
-33.49392107,151.3208401,Fuel Station
-33.49381511,151.3202812,Fuel Station
-33.5081164,151.3717495,Fuel Station
-33.52107772,151.3163881,Fuel Station
-33.52095727,151.3170736,Fuel Station
-33.3629554,151.3713244,Fuel Station
-33.3492151,151.3689762,Fuel Station
-33.346824,151.3710053,Fuel Station
-33.36014766,151.3694012,Fuel Station
-33.2630115,151.4827006,Fuel Station
-33.2699733,151.442724,Fuel Station
-33.1891666,151.5598784,Fuel Station
-33.1901969,151.5678004,Fuel Station
-33.2243134,151.2789425,Fuel Station
-33.2677139,151.4356106,Fuel Station
-33.2528438,151.4925195,Fuel Station
-33.2805746,151.4807049,Fuel Station
-33.256704,151.4023646,Fuel Station
-33.25584816,151.4026335,Fuel Station
-33.25377888,151.4050504,Fuel Station
-33.28202336,151.4255972,Fuel Station
-33.30577142,151.4198024,Fuel Station
-33.2743351,151.4292072,Fuel Station
-33.29427923,151.4211044,Fuel Station
-33.29381126,151.4224553,Fuel Station
-33.30048,151.420801,Fuel Station
-33.25291075,151.4055743,Fuel Station
-33.30921097,151.4147974,Fuel Station
-33.4232257,151.4375506,Fuel Station
-33.3613304,151.4440547,Fuel Station
-33.32671483,151.4300164,Fuel Station
-33.36295028,151.444286,Fuel Station
-33.37315776,151.4737495,Fuel Station
-33.35098885,151.4925553,Fuel Station
-33.36339183,151.4784276,Fuel Station
-33.3600975,151.4828687,Fuel Station
-33.1863105,151.5524227,Fuel Station
-33.1996063,151.5231754,Fuel Station
-33.1862792,151.5482737,Fuel Station
-33.2562434,151.5078061,Fuel Station
-33.2650208,151.5461183,Fuel Station
-33.24333019,151.5065005,Fuel Station
-33.1115984,151.4815842,Fuel Station
-33.1079897,151.4981348,Fuel Station
-33.1074073,151.4901543,Fuel Station
-33.1118362,151.4809081,Fuel Station
-33.1167041,151.471185,Fuel Station
-33.1163868,151.477835,Fuel Station
-33.11153987,151.4816955,Fuel Station
-33.11684772,151.4713883,Fuel Station
-33.11628306,151.4778193,Fuel Station
-33.11183613,151.4809143,Fuel Station
-33.10781752,151.5529377,Fuel Station
-33.0697822,151.4635496,Fuel Station
-33.0881573,151.4501117,Fuel Station
-33.0700788,151.5879947,Fuel Station
-33.022715,151.664157,Fuel Station
-33.0246932,151.6623221,Fuel Station
-33.0512109,151.6551853,Fuel Station
-33.0566873,151.6534108,Fuel Station
-33.02454647,151.6634799,Fuel Station
-33.00799896,151.6425646,Fuel Station
-32.9742984,151.6476594,Fuel Station
-32.9817825,151.6463102,Fuel Station
-32.96601405,151.6543285,Fuel Station
-33.01186598,151.5930502,Fuel Station
-33.01139275,151.593796,Fuel Station
-33.01288205,151.5928452,Fuel Station
-32.9635676,151.6051215,Fuel Station
-32.9505102,151.6236002,Fuel Station
-32.9339719,151.6562444,Fuel Station
-32.9244026,151.620345,Fuel Station
-32.9242651,151.615592,Fuel Station
-32.9237037,151.6212362,Fuel Station
-32.9256264,151.628006,Fuel Station
-32.9407994,151.6436273,Fuel Station
-32.9409311,151.6685623,Fuel Station
-32.9411554,151.6578922,Fuel Station
-32.9270721,151.6379658,Fuel Station
-32.8896402,151.6618861,Fuel Station
-32.9040362,151.6823157,Fuel Station
-32.8908604,151.6659194,Fuel Station
-32.8896217,151.6618262,Fuel Station
-32.9067104,151.6689476,Fuel Station
-32.9071371,151.6691803,Fuel Station
-32.89572463,151.6818004,Fuel Station
-32.88964178,151.6619049,Fuel Station
-32.9299442,151.7301139,Fuel Station
-32.94094438,151.7087616,Fuel Station
-32.9813843,151.7117318,Fuel Station
-32.96489966,151.6952043,Fuel Station
-32.96529575,151.6951258,Fuel Station
-32.96708859,151.6955709,Fuel Station
-32.95802319,151.6897939,Fuel Station
-32.96616767,151.6956788,Fuel Station
-32.99417943,151.6868867,Fuel Station
-32.9251237,151.7364255,Fuel Station
-32.913357,151.7580457,Fuel Station
-32.91138199,151.7457747,Fuel Station
-32.91023134,151.7455803,Fuel Station
-32.91511371,151.7479565,Fuel Station
-32.90686917,151.7194955,Fuel Station
-32.91077798,151.7053432,Fuel Station
-32.9255129,151.7557153,Fuel Station
-32.8732228,151.7120994,Fuel Station
-32.89691835,151.7355982,Fuel Station
-32.90178287,151.7419874,Fuel Station
-32.89291684,151.7301067,Fuel Station
-32.91772848,151.7243164,Fuel Station
-32.92913085,151.715586,Fuel Station
-32.93281599,151.7141721,Fuel Station
-32.8875134,151.695222,Fuel Station
-32.4281322,151.5505648,Fuel Station
-32.0986102,152.3755317,Fuel Station
-32.0935441,152.3831546,Fuel Station
-32.7191466,152.1439309,Fuel Station
-32.7228303,152.1437045,Fuel Station
-32.7693795,152.0512458,Fuel Station
-32.77754513,152.0840633,Fuel Station
-32.8115722,151.84328,Fuel Station
-32.7481961,151.8683529,Fuel Station
-32.7397006,151.8538118,Fuel Station
-32.7886536,151.902442,Fuel Station
-32.8119566,151.8430939,Fuel Station
-32.7866288,151.934138,Fuel Station
-32.7888168,151.9033884,Fuel Station
-32.81689035,151.8438746,Fuel Station
-32.78842737,151.9022273,Fuel Station
-32.7882002,151.9024712,Fuel Station
-32.78638855,151.9283194,Fuel Station
-32.7338467,152.0017805,Fuel Station
-32.73623766,152.0012765,Fuel Station
-32.7012357,151.5845143,Fuel Station
-32.7284633,151.5355942,Fuel Station
-32.7392027,151.5621135,Fuel Station
-32.7147554,151.5252765,Fuel Station
-32.70991441,151.5167066,Fuel Station
-32.70521059,151.4982384,Fuel Station
-32.70788475,151.5071884,Fuel Station
-32.72045516,151.538295,Fuel Station
-32.72098328,151.5395132,Fuel Station
-32.7185717,151.5356819,Fuel Station
-32.74162188,151.5598461,Fuel Station
-32.73232536,151.5511721,Fuel Station
-32.71245972,151.5187499,Fuel Station
-32.8117243,151.6392586,Fuel Station
-32.8069342,151.6340907,Fuel Station
-32.8465731,151.6933821,Fuel Station
-32.8099619,151.6326147,Fuel Station
-32.78998172,151.6349885,Fuel Station
